,CIMS-MN-053-SH-M-N-MN-M05688-240322_S29,CIMS-MN-060-SH-K-N-MN-M05688-240322_S12,CIMS-MN-067-SH-K-N-MN-M05688-240322_S19,CIMS-MN-064-SH-M-N-MN-M05688-240322_S40,CIMS-MN-067-SH-M-N-MN-M05688-240322_S43,CIMS-MN-069-SH-K-N-MN-M05688-240322_S21,CIMS-MN-069-SH-M-N-MN-M05688-240322_S45,CIMS-MN-051-SH-M-N-MN-M05688-240322_S27,CIMS-MN-051-SH-K-N-MN-M05688-240322_S3,CIMS-MN-063-SH-M-N-MN-M05688-240322_S39,CIMS-MN-055-SH-M-N-MN-M05688-240322_S31,CIMS-MN-063-SH-K-N-MN-M05688-240322_S15,CIMS-MN-055-SH-K-N-MN-M05688-240322_S7,CIMS-MN-078-IH-MN-M05688-240322_S48
OG0002647primerGroup5,33,46,43,97,78,135,126,182,159,524,465,829,795,839
OG0002648primerGroup8,69,73,71,133,127,226,230,304,241,688,688,975,1127,1138
OG0002649primerGroup8,55,57,81,139,133,37,23,287,315,714,684,1063,1228,1028
OG0002650primerGroup3,13,22,19,28,29,58,61,90,66,176,237,302,334,344
OG0002651primerGroup2,26,25,26,52,51,88,84,111,104,328,368,465,575,732
OG0002652primerGroup5,10,19,27,28,27,50,47,62,58,149,291,230,453,334
OG0002653primerGroup9,24,27,26,60,53,85,70,103,89,316,387,476,586,659
OG0002654primerGroup8,12,19,25,29,41,43,53,64,88,199,309,366,420,609
OG0002655primerGroup0,99,98,108,186,227,325,330,407,337,1003,883,1315,1549,1156
OG0002656primerGroup3,62,84,76,175,200,300,377,442,282,945,984,1270,1537,1211
OG0002657primerGroup1,20,20,44,58,60,111,140,124,99,383,415,610,669,728
OG0002658primerGroup1,28,36,41,54,63,103,115,142,139,398,458,527,724,914
OG0002659primerGroup7,31,42,50,82,83,120,145,179,120,453,520,713,734,921
OG0002660primerGroup2,9,5,9,15,19,23,25,24,29,108,138,120,150,296
OG0002661primerGroup6,60,67,74,95,127,199,168,231,207,583,678,907,996,1169
OG0002662primerGroup2,34,52,63,62,105,181,171,176,213,587,617,941,1125,1184
OG0002663primerGroup2,39,49,51,97,100,154,143,155,196,427,441,629,770,654
OG0002664primerGroup0,21,22,26,47,48,92,84,109,93,354,318,436,471,608
OG0002666primerGroup0,14,10,11,24,21,44,52,50,39,133,222,239,233,426
OG0002667primerGroup9,13,24,13,38,30,82,90,101,92,246,337,249,490,495
OG0002668primerGroup4,35,41,41,88,92,130,165,186,167,521,533,687,766,856
OG0002669primerGroup3,16,29,16,43,43,79,73,103,61,288,337,405,516,529
OG0002670primerGroup9,0,0,0,0,0,2,2,2,0,7,11,2,8,19
OG0002671primerGroup8,17,9,9,35,34,42,66,67,52,215,244,210,272,294
OG0002672primerGroup7,60,53,61,110,117,222,224,252,267,651,706,906,1108,1074
OG0002673primerGroup7,7,6,3,10,10,21,18,23,18,80,88,121,140,189
OG0002674primerGroup0,34,34,40,76,80,119,132,179,132,400,396,489,593,876
OG0002675primerGroup4,18,12,17,31,45,48,88,75,61,218,169,332,284,372
OG0002676primerGroup4,70,37,60,95,114,199,186,207,203,561,630,901,916,1237
OG0002677primerGroup0,28,25,28,61,76,110,145,193,124,416,503,657,602,1132
OG0002678primerGroup9,33,36,34,54,73,86,125,131,148,360,451,518,678,637
OG0002679primerGroup2,61,56,52,111,139,198,221,308,249,644,728,1099,1038,1237
OG0002680primerGroup8,54,47,57,107,124,170,229,269,202,599,609,921,902,1220
OG0002681primerGroup7,26,36,30,49,56,88,116,119,112,365,403,526,600,748
OG0002682primerGroup2,18,15,23,34,32,86,62,94,87,241,348,421,478,758
OG0002683primerGroup5,22,27,28,61,57,109,94,129,121,394,397,548,684,487
OG0002684primerGroup4,46,32,48,90,67,115,90,135,173,467,342,716,752,242
OG0002689primerGroup5,36,43,36,80,91,100,174,188,151,410,514,791,769,939
OG0002690primerGroup0,18,19,17,45,40,90,87,94,116,293,332,511,543,481
OG0002691primerGroup5,40,40,57,77,97,171,170,232,174,516,566,728,759,949
OG0002692primerGroup6,29,37,32,90,87,112,153,62,47,459,476,620,740,788
OG0002693primerGroup6,25,30,38,55,61,95,136,117,96,389,429,586,568,881
OG0002694primerGroup8,11,22,17,43,45,95,76,97,78,296,313,404,416,574
OG0002695primerGroup5,39,59,46,76,90,154,151,194,164,503,519,864,871,1071
OG0002696primerGroup0,9,10,15,19,17,34,29,42,30,110,130,164,209,169
OG0002698primerGroup0,0,0,0,0,0,0,4,0,0,2,0,9,3,9
OG0002699primerGroup0,45,51,58,100,98,174,184,181,167,622,522,876,967,874
OG0002700primerGroup1,67,58,62,141,164,248,231,260,259,657,774,1011,1301,1163
OG0002701primerGroup0,26,27,24,65,65,101,117,128,102,370,447,569,592,718
OG0002702primerGroup2,25,22,20,54,43,68,88,101,87,246,230,340,411,429
OG0002703primerGroup1,61,48,60,119,122,194,225,256,255,626,693,1052,1167,1163
OG0002704primerGroup5,22,16,23,37,52,81,94,118,105,380,407,506,520,839
OG0002705primerGroup3,53,43,86,118,144,252,227,244,267,749,725,1207,1315,1244
OG0002706primerGroup5,14,17,20,33,66,66,82,105,82,310,349,450,477,891
OG0002707primerGroup2,15,28,33,39,40,75,68,77,88,315,326,390,560,581
OG0002708primerGroup0,18,45,36,62,74,109,115,114,133,342,391,548,641,631
OG0002709primerGroup3,59,53,44,158,131,178,187,222,206,680,619,879,1009,807
OG0002710primerGroup3,27,15,6,42,52,54,103,88,70,323,372,332,366,640
OG0002711primerGroup6,42,31,48,79,91,140,173,154,147,440,453,664,741,698
OG0002712primerGroup6,40,41,38,90,88,140,157,177,183,501,516,800,845,949
OG0002713primerGroup1,42,44,42,68,91,149,163,153,193,532,571,804,915,1234
OG0002714primerGroup4,59,51,58,91,83,185,153,168,202,541,530,868,981,1047
OG0002715primerGroup5,61,93,91,152,139,243,265,265,276,710,659,996,1198,814
OG0002716primerGroup9,3,4,7,12,14,25,18,19,19,87,84,83,95,142
OG0002717primerGroup0,48,51,63,119,129,193,250,288,248,642,593,918,1122,994
OG0002718primerGroup3,24,26,24,49,45,82,90,80,90,237,348,429,515,510
OG0002719primerGroup7,9,11,14,30,17,47,48,56,58,193,182,257,323,400
OG0002720primerGroup1,38,35,43,70,72,137,104,130,145,402,375,622,739,628
OG0002721primerGroup6,21,30,18,28,37,80,55,79,92,265,273,430,543,445
OG0002722primerGroup0,36,33,36,74,88,113,130,162,130,473,455,614,642,740
OG0002723primerGroup6,4,3,5,8,12,16,16,14,18,74,67,91,92,122
OG0002724primerGroup1,42,57,51,75,88,146,193,208,188,540,579,822,877,1071
OG0002725primerGroup1,15,11,6,19,16,20,38,51,34,105,142,180,173,290
OG0002726primerGroup2,32,45,45,84,120,135,202,217,185,543,652,765,770,1183
OG0002727primerGroup2,67,63,66,135,137,231,262,294,272,748,810,1357,1363,1630
OG0002728primerGroup3,14,22,18,33,30,21,31,50,63,196,279,354,426,493
OG0002729primerGroup2,12,16,24,42,50,106,114,102,94,405,318,495,519,588
OG0002730primerGroup4,58,61,47,110,119,189,230,300,227,610,584,901,1012,896
OG0002731primerGroup7,61,58,47,96,102,170,212,277,214,541,664,945,850,1077
OG0002732primerGroup4,63,75,81,155,171,226,276,368,278,771,824,1116,1225,1264
OG0002733primerGroup3,54,55,55,86,103,192,154,236,220,492,570,861,980,1067
OG0002734primerGroup4,13,25,20,32,34,60,58,108,84,277,344,430,423,668
OG0002735primerGroup5,29,40,36,72,77,138,140,142,151,451,423,595,753,695
OG0002736primerGroup2,60,62,75,158,134,228,253,265,282,684,596,946,1126,808
OG0002737primerGroup8,30,21,24,38,51,95,85,83,110,245,275,323,438,360
OG0002738primerGroup0,56,70,63,124,123,230,200,252,253,618,627,985,1304,1071
OG0002739primerGroup0,48,48,70,130,118,177,203,261,223,645,668,953,1186,1080
OG0002740primerGroup8,33,46,28,55,77,107,114,139,130,466,586,732,750,851
OG0002741primerGroup0,19,36,28,65,71,107,161,184,122,335,408,567,517,856
OG0002742primerGroup1,19,21,33,55,65,99,124,151,145,333,387,484,436,876
OG0002743primerGroup0,8,5,5,13,15,23,32,23,26,93,126,179,162,305
OG0002744primerGroup6,41,56,48,79,93,129,90,191,206,612,573,796,1032,938
OG0002745primerGroup5,41,44,39,59,63,117,136,163,166,598,576,894,1013,988
OG0002746primerGroup0,48,67,71,116,110,184,228,231,195,734,706,998,1031,1431
OG0002747primerGroup1,46,49,55,79,73,161,136,172,222,538,459,873,925,983
OG0002748primerGroup8,41,56,42,103,85,166,160,193,171,596,495,733,924,686
OG0002749primerGroup1,62,47,44,96,118,192,222,220,203,605,669,911,1063,880
OG0002750primerGroup4,17,38,35,68,44,102,100,105,111,376,308,503,545,490
OG0002751primerGroup3,25,54,47,63,96,173,186,175,147,520,543,763,805,1021
OG0002752primerGroup4,17,22,29,46,69,64,102,147,133,330,462,585,630,1000
OG0002753primerGroup2,14,20,24,29,54,90,124,97,86,241,293,333,375,767
OG0002754primerGroup3,22,32,23,70,53,115,114,118,116,350,477,533,637,750
OG0002755primerGroup9,13,5,13,20,20,35,37,50,49,166,192,276,281,419
OG0002756primerGroup0,40,48,49,117,117,139,208,238,165,614,660,820,820,1089
OG0002757primerGroup2,5,16,12,16,19,30,37,43,30,121,120,150,205,211
OG0002759primerGroup2,44,57,42,103,106,132,167,185,208,548,539,761,935,903
OG0002760primerGroup0,27,38,45,55,70,93,120,211,163,457,533,696,751,496
OG0002761primerGroup7,14,21,12,22,31,53,58,54,56,270,374,445,416,256
OG0002884primerGroup5,19,34,28,52,53,73,66,87,104,284,270,473,496,496
OG0002885primerGroup4,37,39,55,100,89,32,42,204,210,563,622,833,923,1342
OG0002887primerGroup9,13,13,21,27,51,42,68,78,73,233,281,279,352,596
OG0002888primerGroup0,17,35,26,41,37,57,77,68,78,292,279,386,429,421
OG0002889primerGroup0,42,58,29,96,92,109,111,153,154,344,460,591,696,765
OG0002890primerGroup8,9,10,10,24,36,36,47,60,36,186,175,229,229,271
OG0002891primerGroup1,63,59,71,132,140,258,205,284,288,767,685,1197,1319,1135
OG0002892primerGroup0,25,21,37,83,74,69,120,139,129,534,440,707,535,785
OG0002893primerGroup5,43,35,43,69,79,148,159,178,197,517,556,676,874,1040
OG0002894primerGroup5,28,32,32,64,79,118,136,168,151,422,451,655,636,1098
OG0002895primerGroup8,54,50,62,104,89,184,179,231,208,536,628,1084,1144,1108
OG0002896primerGroup0,52,52,63,132,114,199,194,254,238,721,668,969,1227,904
OG0002897primerGroup5,48,34,33,67,103,98,168,182,137,513,490,667,831,895
OG0002898primerGroup8,45,63,52,110,99,163,217,235,201,654,569,960,1115,827
OG0002899primerGroup1,24,11,28,50,50,75,104,93,120,317,334,406,470,588
OG0002900primerGroup2,29,33,25,75,73,87,174,154,115,420,463,600,560,1041
OG0002901primerGroup2,51,76,51,128,105,108,132,204,217,577,549,834,1033,701
OG0002902primerGroup1,18,16,35,34,48,12,12,105,91,272,271,447,470,568
OG0002903primerGroup5,43,48,32,98,85,148,68,217,201,567,574,975,965,934
OG0002905primerGroup0,20,40,37,61,57,110,111,124,133,400,501,784,772,956
OG0002906primerGroup1,3,7,9,11,10,18,34,18,17,95,148,175,171,410
OG0002907primerGroup1,44,49,68,85,141,115,164,235,204,666,681,989,1005,1341
OG0002908primerGroup0,33,51,58,94,99,128,157,167,171,517,603,787,889,903
OG0002909primerGroup0,56,70,50,149,149,173,226,274,252,635,666,976,966,1024
OG0002911primerGroup7,23,17,14,44,73,77,101,133,80,309,403,478,444,945
OG0002915primerGroup1,59,46,52,151,124,214,250,286,222,811,816,1051,1243,1302
OG0002916primerGroup9,55,68,79,120,143,137,190,234,215,596,756,999,1067,1382
OG0002917primerGroup1,11,16,8,22,24,61,95,68,41,166,302,293,401,615
OG0002918primerGroup8,27,37,36,59,92,104,185,155,149,478,552,754,656,1148
OG0002919primerGroup8,7,7,8,8,9,23,40,48,22,120,127,211,197,302
OG0002920primerGroup0,16,9,14,31,36,39,63,89,56,259,281,311,301,530
OG0002921primerGroup9,23,24,34,66,58,97,110,128,122,340,343,490,543,445
OG0002922primerGroup0,40,48,51,88,115,168,197,216,185,519,588,846,832,899
OG0002923primerGroup3,6,4,0,0,6,4,9,17,7,72,74,53,64,119
OG0002924primerGroup3,15,27,17,42,48,79,77,91,90,303,339,404,545,545
OG0002925primerGroup0,18,36,19,38,60,59,106,112,101,246,367,420,533,751
OG0002926primerGroup0,10,6,12,33,11,25,38,42,37,141,142,231,227,284
OG0002927primerGroup7,50,59,48,141,127,175,237,243,227,695,635,932,1046,1088
OG0002928primerGroup7,16,26,18,25,34,72,58,85,97,248,306,403,450,623
OG0002929primerGroup3,52,62,58,107,129,193,199,223,200,604,666,945,1106,1091
OG0002930primerGroup6,0,5,9,13,9,15,23,23,23,51,79,111,75,218
OG0002931primerGroup1,10,13,18,28,36,40,51,55,55,182,219,311,351,462
OG0002932primerGroup2,5,5,5,10,5,15,15,18,23,42,71,86,100,143
OG0002933primerGroup8,26,27,31,66,58,92,93,96,89,335,319,502,558,475
OG0002934primerGroup9,66,56,87,131,116,212,237,311,239,744,794,1099,1267,1329
OG0002936primerGroup4,21,25,18,48,52,63,84,86,73,262,313,435,452,660
OG0002937primerGroup4,55,47,30,103,95,147,184,210,199,530,506,757,815,735
OG0002938primerGroup8,35,38,43,74,90,111,158,190,154,477,549,706,695,1043
OG0002939primerGroup7,59,65,47,111,96,165,170,176,151,624,576,876,1074,916
OG0002940primerGroup2,64,49,58,95,126,171,261,286,231,672,816,1005,1076,1632
OG0002941primerGroup0,49,46,59,96,138,152,178,220,206,580,634,806,894,1071
OG0002942primerGroup0,0,4,4,5,4,7,6,10,6,32,32,34,46,58
OG0002944primerGroup4,35,37,30,69,62,121,143,169,116,470,503,715,730,959
OG0002945primerGroup7,21,10,21,29,51,68,87,82,90,271,338,383,431,737
OG0002946primerGroup5,49,37,35,75,65,133,120,126,136,471,437,711,831,784
OG0002947primerGroup5,6,5,5,8,8,15,17,23,24,67,103,133,141,217
OG0002948primerGroup1,25,22,18,41,48,57,75,60,78,225,302,365,381,587
OG0002949primerGroup7,43,51,38,77,104,132,160,238,164,558,639,736,874,1051
OG0002950primerGroup2,31,48,39,55,68,85,93,121,146,463,406,606,709,439
OG0002951primerGroup1,47,52,43,96,90,181,182,194,190,523,506,759,922,740
OG0002952primerGroup5,53,34,49,108,94,141,167,209,168,537,463,769,795,748
OG0002953primerGroup5,35,32,19,49,59,89,133,125,113,353,399,465,544,847
OG0002954primerGroup0,8,6,13,18,19,21,29,25,26,107,162,188,176,392
OG0002955primerGroup1,5,5,13,24,27,35,24,57,50,129,175,212,243,554
OG0002956primerGroup2,36,31,47,67,81,107,114,167,160,370,441,626,702,1141
OG0002957primerGroup8,29,27,19,59,67,84,124,133,110,360,447,570,633,740
OG0002958primerGroup0,21,18,19,52,62,72,110,121,102,254,300,388,415,597
OG0002960primerGroup7,44,59,45,116,119,201,158,207,218,480,568,803,982,899
OG0002962primerGroup2,32,28,29,69,80,114,146,117,106,429,450,617,658,860
OG0002963primerGroup1,4,6,3,2,8,0,0,25,8,61,57,67,78,161
OG0002964primerGroup0,25,57,34,72,71,4,5,117,122,608,534,798,933,520
OG0002965primerGroup2,22,19,21,53,38,4,0,89,95,223,192,316,320,345
OG0002966primerGroup8,51,54,59,90,117,210,171,194,201,597,591,932,1163,895
OG0002967primerGroup9,28,19,41,48,73,75,103,162,107,254,294,442,457,597
OG0002968primerGroup0,10,7,9,20,27,30,74,74,47,158,225,214,257,348
OG0002969primerGroup8,61,59,75,144,183,190,236,354,286,696,790,1086,1124,1232
OG0002970primerGroup5,36,41,35,113,103,145,158,186,152,489,491,786,772,875
OG0002971primerGroup3,18,24,19,40,54,75,82,105,88,287,328,342,394,491
OG0002972primerGroup9,34,30,55,70,93,145,143,177,154,464,600,759,672,1164
OG0002973primerGroup1,14,14,16,35,31,47,47,62,73,166,217,306,339,403
OG0002974primerGroup3,10,13,14,31,46,45,52,72,37,147,167,166,225,563
OG0002975primerGroup0,32,27,33,61,83,93,118,166,135,416,513,680,679,944
OG0002976primerGroup6,22,25,28,209,61,89,112,117,100,289,290,446,544,506
OG0002977primerGroup1,68,76,91,149,145,259,256,337,284,842,947,1329,1468,1492
OG0002978primerGroup2,51,55,53,111,104,184,177,235,258,700,651,1031,1087,1090
OG0002979primerGroup7,28,40,44,58,91,93,143,168,164,504,483,657,749,908
OG0002980primerGroup1,29,52,50,81,68,111,79,99,205,399,338,582,788,602
OG0002981primerGroup5,24,23,22,48,59,59,84,123,83,308,299,366,411,499
OG0002983primerGroup0,45,53,56,137,120,182,197,229,223,581,638,935,1095,1143
OG0002984primerGroup2,32,39,42,89,59,124,109,126,146,468,397,657,692,614
OG0002985primerGroup3,27,35,24,49,82,104,147,194,134,379,514,516,571,1018
OG0002986primerGroup3,30,46,58,71,78,154,138,172,166,392,457,633,785,772
OG0002987primerGroup7,38,34,37,87,74,137,169,174,150,470,556,824,784,1258
OG0002989primerGroup7,18,6,8,32,19,22,22,36,32,103,122,112,145,225
OG0002990primerGroup2,7,0,9,15,10,0,4,19,31,13,11,21,12,138
OG0002991primerGroup0,34,54,45,99,66,155,117,168,176,488,461,679,915,792
OG0002992primerGroup9,30,35,33,74,69,106,133,138,153,388,486,652,721,1223
OG0002993primerGroup0,18,15,9,47,65,61,99,85,68,275,283,373,379,511
OG0002995primerGroup0,47,87,77,127,132,236,237,279,260,658,693,1030,1211,1254
OG0002996primerGroup0,28,39,37,60,56,121,119,133,147,417,436,654,742,963
OG0002997primerGroup7,18,21,25,41,53,83,74,94,86,277,339,447,460,552
OG0002998primerGroup6,42,51,32,59,74,129,179,155,115,506,573,760,843,992
OG0002999primerGroup5,49,37,42,98,103,176,217,191,169,531,525,740,787,1192
OG0003000primerGroup6,0,79,0,0,0,0,0,0,0,2,0,0,2,2
OG0003001primerGroup8,25,39,38,75,62,133,120,167,140,404,477,752,708,1004
OG0003002primerGroup7,24,16,24,38,46,76,122,118,82,296,356,413,434,602
OG0003003primerGroup9,23,21,24,67,46,40,73,116,125,347,390,409,514,588
OG0003005primerGroup1,28,38,37,61,84,140,163,163,144,473,549,774,791,902
OG0003006primerGroup5,38,39,40,73,87,120,150,186,147,430,484,640,712,688
OG0003007primerGroup1,28,22,24,49,57,94,116,118,90,292,299,357,498,500
OG0003008primerGroup5,41,30,38,81,77,135,150,141,156,448,492,691,847,878
OG0003009primerGroup0,15,18,19,34,36,79,84,86,104,244,350,414,490,643
OG0003010primerGroup0,3,4,4,9,12,47,69,23,12,41,90,94,80,208
OG0003011primerGroup7,18,18,30,38,59,59,91,119,98,299,340,456,444,679
OG0003012primerGroup4,84,75,83,115,166,262,286,335,283,822,921,1398,1527,1853
OG0003013primerGroup1,5,14,14,29,21,31,26,59,50,199,234,310,330,308
OG0003014primerGroup0,38,31,25,66,54,77,111,114,114,334,358,486,542,552
OG0003015primerGroup0,53,41,60,95,82,189,130,94,161,498,543,905,995,1023
OG0003016primerGroup4,20,22,20,41,36,91,83,77,82,309,315,408,526,475
OG0003017primerGroup5,21,19,15,44,50,56,72,90,75,246,298,356,422,554
OG0003018primerGroup8,27,27,28,57,52,85,110,114,91,341,336,580,573,636
OG0003019primerGroup9,58,71,71,128,128,265,213,270,279,708,773,1129,1342,1382
OG0003020primerGroup4,5,6,15,11,9,17,26,35,20,51,84,78,93,166
OG0003021primerGroup1,29,51,40,97,92,177,185,217,184,547,553,906,1008,749
OG0003022primerGroup5,31,37,41,53,58,101,125,147,133,353,479,644,681,811
OG0003023primerGroup0,24,19,28,47,49,70,86,87,71,271,418,449,471,917
OG0003024primerGroup1,3,8,11,11,15,49,42,28,35,127,117,140,191,202
OG0003025primerGroup8,14,15,24,42,40,71,75,106,86,300,321,420,471,555
OG0003026primerGroup0,43,43,58,93,123,173,157,192,201,558,592,824,918,804
OG0003027primerGroup0,0,0,0,9,9,0,11,8,7,26,47,54,68,75
OG0003028primerGroup0,52,66,70,128,152,218,260,321,278,703,830,1199,1240,1606
OG0003029primerGroup8,47,65,67,107,119,205,165,221,227,661,599,914,1106,882
OG0003030primerGroup0,34,39,58,95,91,145,162,191,160,417,517,640,816,866
OG0003031primerGroup3,87,61,83,185,159,169,128,290,328,643,569,1025,1172,845
OG0003032primerGroup4,6,8,6,12,12,23,23,14,30,80,153,157,173,252
OG0003033primerGroup0,11,10,11,15,19,19,34,36,23,130,171,148,185,345
OG0003034primerGroup6,24,29,21,57,59,79,103,132,95,366,385,533,540,720
OG0003035primerGroup5,39,38,64,98,132,194,188,260,178,493,634,904,982,1171
OG0003036primerGroup0,31,26,19,48,69,89,107,116,96,307,386,421,511,726
OG0003037primerGroup4,44,52,61,111,127,200,177,211,207,586,549,875,941,907
OG0003038primerGroup7,57,53,83,138,118,243,212,279,266,816,770,1230,1378,1517
OG0003039primerGroup5,24,24,34,37,47,82,93,97,110,252,338,482,495,778
OG0003040primerGroup3,32,31,40,63,71,107,119,124,110,271,465,491,700,750
OG0003041primerGroup4,32,30,27,53,62,118,136,127,104,364,413,563,576,719
OG0003042primerGroup1,30,26,39,38,43,116,91,99,104,252,316,416,546,438
OG0003043primerGroup8,22,31,46,56,74,103,114,143,130,423,444,651,604,849
OG0003044primerGroup0,6,3,5,11,25,39,30,29,39,90,182,156,210,317
OG0003045primerGroup6,5,12,3,16,23,35,27,46,24,133,124,122,183,252
OG0003046primerGroup2,34,18,50,88,85,132,178,200,171,453,498,623,670,883
OG0003047primerGroup4,19,20,21,68,52,69,94,117,92,300,323,2,464,604
OG0003048primerGroup1,24,15,39,77,41,91,99,112,115,336,367,552,684,601
OG0003049primerGroup0,43,47,57,85,90,165,122,177,194,462,511,835,882,984
OG0003050primerGroup6,27,20,46,69,81,101,130,173,128,426,427,518,630,595
OG0003051primerGroup4,57,72,79,156,144,217,241,238,232,598,546,861,1005,783
OG0003052primerGroup6,25,37,36,83,64,106,100,135,130,412,348,614,660,525
OG0003053primerGroup9,55,52,62,127,93,224,165,202,201,574,520,766,1051,844
OG0003054primerGroup0,26,30,31,52,69,42,48,138,136,312,432,536,555,841
OG0003055primerGroup6,35,44,42,72,98,155,166,185,167,523,610,764,807,1266
OG0003056primerGroup1,5,2,3,14,4,12,11,22,16,63,89,127,168,196
OG0003057primerGroup9,8,11,12,24,22,46,42,36,43,119,127,171,231,369
OG0003059primerGroup3,25,31,36,50,52,107,116,115,100,364,336,507,478,668
OG0003060primerGroup1,22,21,16,46,68,80,96,101,96,293,354,447,458,591
OG0003061primerGroup0,16,13,15,26,28,50,77,73,48,191,223,311,301,592
OG0003062primerGroup0,23,30,33,53,61,100,125,147,104,445,541,628,691,884
OG0003063primerGroup0,11,25,16,24,35,66,63,63,62,233,253,392,431,448
OG0003064primerGroup0,37,52,38,99,119,179,164,194,199,544,496,862,916,886
OG0003065primerGroup1,31,39,48,79,52,115,128,153,127,457,441,605,826,762
OG0003066primerGroup0,8,4,4,8,9,19,17,14,23,77,77,93,94,234
OG0003067primerGroup3,10,12,13,30,31,61,54,62,56,159,203,261,294,444
OG0003068primerGroup0,12,7,13,25,38,51,70,76,49,192,241,233,262,435
OG0003069primerGroup8,50,79,60,134,143,216,173,226,276,560,584,909,1117,834
OG0003070primerGroup9,79,100,94,209,176,317,325,308,386,706,685,1312,1418,1006
OG0003071primerGroup3,10,30,18,34,35,56,60,82,61,228,466,345,603,908
OG0003072primerGroup0,21,12,17,31,41,69,91,94,79,284,378,488,452,775
OG0003073primerGroup0,15,13,25,25,28,53,79,80,60,252,275,263,379,557
OG0003074primerGroup6,47,56,46,113,125,175,184,238,210,667,666,1034,1003,1291
OG0003075primerGroup5,54,64,77,107,134,196,219,274,251,678,713,1094,1122,1513
OG0003076primerGroup2,25,27,26,56,50,89,88,89,100,268,306,441,498,606
OG0003077primerGroup4,57,52,57,93,114,189,172,256,200,623,653,970,1013,995
OG0003078primerGroup1,20,15,17,25,24,52,52,62,48,162,161,179,244,353
OG0003079primerGroup5,21,25,21,45,53,88,101,135,92,306,397,492,516,832
OG0003080primerGroup1,49,42,46,85,89,142,200,202,154,597,572,725,854,1023
OG0003081primerGroup8,31,43,45,65,79,162,156,198,166,495,550,717,772,898
OG0003082primerGroup4,84,118,91,184,205,287,327,382,299,877,827,1179,1554,1129
OG0003083primerGroup7,37,43,32,72,61,118,107,153,140,424,416,583,847,530
OG0003084primerGroup9,44,47,71,125,73,186,159,202,271,600,593,887,1139,855
OG0003085primerGroup0,13,29,13,39,61,61,55,90,102,223,339,387,418,590
OG0003086primerGroup0,41,41,44,78,82,144,163,215,216,522,613,815,944,1190
OG0003087primerGroup1,44,22,18,48,48,111,92,122,98,316,379,495,606,627
OG0003088primerGroup3,26,47,41,90,53,25,27,143,130,501,447,766,894,686
OG0003090primerGroup0,18,18,24,28,43,47,95,101,73,252,302,389,381,682
OG0003091primerGroup3,43,51,45,91,108,129,182,221,186,553,651,727,861,1103
OG0003092primerGroup2,50,39,34,97,72,147,162,178,162,439,553,716,884,769
OG0003093primerGroup0,70,82,71,152,133,79,238,277,215,700,683,947,1152,1057
OG0003094primerGroup0,79,87,58,146,178,195,381,364,267,834,993,1289,1302,1815
OG0003095primerGroup0,46,42,40,71,68,144,155,172,169,544,488,687,890,859
OG0003096primerGroup1,47,41,48,99,83,175,151,203,216,484,497,743,877,725
OG0003098primerGroup8,45,41,39,81,108,117,132,207,161,456,509,669,697,987
OG0003099primerGroup0,27,20,19,41,39,65,100,98,73,319,359,436,457,660
OG0003100primerGroup1,45,45,53,100,111,153,205,229,194,539,590,845,894,1051
OG0003101primerGroup0,25,31,23,34,55,105,113,122,100,372,407,574,581,839
OG0003102primerGroup5,70,57,61,130,154,225,261,326,294,800,820,1108,1212,1285
OG0003103primerGroup0,2,5,6,13,11,17,15,24,20,70,91,137,135,212
OG0003104primerGroup4,25,14,32,74,49,95,144,141,98,381,423,538,511,784
OG0003105primerGroup5,18,22,23,37,43,67,77,119,86,258,278,465,470,521
OG0003106primerGroup0,77,111,73,177,174,269,297,329,297,858,860,1049,1234,1198
OG0003107primerGroup4,20,9,16,22,0,36,44,45,47,180,225,294,331,299
OG0003108primerGroup6,67,76,72,131,133,227,237,280,289,747,691,1105,1276,1232
OG0003109primerGroup0,13,17,21,36,42,47,76,78,75,284,290,335,392,407
OG0003110primerGroup1,73,86,58,158,149,188,222,303,295,675,563,951,1124,841
OG0003111primerGroup1,23,31,43,74,67,92,114,145,120,387,469,628,609,898
OG0003112primerGroup2,34,43,49,79,105,184,155,181,171,554,581,793,872,982
OG0003114primerGroup0,31,36,48,78,78,117,124,163,137,392,381,642,649,692
OG0003116primerGroup5,44,50,50,91,84,159,154,182,175,505,558,756,886,908
OG0003117primerGroup2,67,71,66,146,143,240,229,266,260,640,631,1009,1072,955
OG0003118primerGroup0,78,94,93,164,193,263,304,385,330,859,869,1356,1514,1532
OG0003120primerGroup6,21,17,29,57,59,81,94,107,102,356,412,443,489,729
OG0003122primerGroup0,45,54,48,125,98,160,164,234,218,512,521,789,905,761
OG0003124primerGroup2,46,48,49,128,88,180,208,231,184,606,662,910,961,1004
OG0003125primerGroup2,42,48,47,76,96,152,177,213,174,516,639,817,850,1230
OG0003126primerGroup0,40,40,51,82,78,132,180,177,146,544,575,832,920,967
OG0003127primerGroup2,27,18,34,53,59,89,103,114,105,308,362,487,513,798
OG0003128primerGroup1,41,43,49,79,64,110,127,121,140,386,325,586,707,644
OG0003129primerGroup8,40,50,37,79,105,136,190,169,149,545,571,848,946,1114
OG0003130primerGroup6,20,26,27,48,36,97,79,122,83,290,283,386,469,472
OG0003131primerGroup1,35,35,33,88,75,91,144,153,142,406,377,600,655,745
OG0003132primerGroup8,43,33,36,66,75,116,119,123,140,373,471,587,726,796
